"Department","Category","Subcategory","Item"
"","Food & Beverage",,"TANG ORANGE"
"","Electrical",,"TAPE (ADHESIVE)"
"","Equipment",,"TAPE RECORDER"
"Store Dept.","Decoration","General","TARPIN OIL"
"Store Dept.","Food & Beverage","Staff welfare","TEA (LIPTON)"
"Store Dept.","Accessories","General","TEA COASTER SET (SR- 4)"
"Store Dept.","Accessories","General","TEA SET"
"Store Dept.","Printing & Stationary","Office Stationeries","TEACHER'S DIARY (2015-2016)"
"Store Dept.","Printing & Stationary","Office Stationeries","TEACHER'S DIARY (2017-2018)"
"Store Dept.","Flag and Banner","General","TEACHERS DAY (SMALL)"
"Store Dept.","Printing & Stationary","Office Stationeries","TEACHERS DIARY"
"Store Dept.","Printing & Stationary","Office Stationeries","TEACHERS DIARY (2013- 14)"
"","Office Stationery",,"TEACHERS DIARY (2014-2015)"
"Store Dept.","Printing & Stationary","Office Stationeries","TEACHERS DIARY (2016 - 2017)"
"Store Dept.","Madhusthali","Madhusthali items","TEACHERS DIARY (Madhuthali)"
"Maintenance Dept.","Plumbing","General","TEFLON TAPE"
"Store Dept.","Gift","General","TELEPHONE COVER"
"","Gift",,"TELEPHONE DIARY"
"Store Dept.","Audio & Video System","Telephone","TELEPHONE RECEIVER"
"Maintenance Dept.","Electrical","Cables & Wires","Telephone wire 2 pair"
"Maintenance Dept.","Electrical","Cables & Wires","TELEPHONE WIRE 2PAIR"
"","Decoration",,"TENNIS BALL"
"Store Dept.","Gift","General","THE FLOWER PARTY (BOWL 3PCS)"
"Store Dept.","Printing & Stationary","Classrooms","THE MEMORY GAME (PLAY)"
"Store Dept.","Decoration","General","THERMOCAL BALLS (MEDIUM)"
"Store Dept.","Food & Beverage","Staff welfare","THERMOCAL BOWL (SMALL)"
"Store Dept.","Decoration","General","THERMOCOL"
"Store Dept.","Food & Beverage","Staff welfare","THERMOCOL BOWL (BIG)"
"Store Dept.","Food & Beverage","Staff welfare","THERMOCOL GLASSES"
"Store Dept.","Food & Beverage","Staff welfare","THERMOCOL PLATE"
"Store Dept.","Decoration","General","THERMOCOL SHEET 2'"
"Store Dept.","House Keeping","Cleaning","THICK DUSTER"
"Store Dept.","Printing & Stationary","Office Stationeries","THICK PENCIL"
"Maintenance Dept.","House Keeping","Cleaning","THIN DUSTER"
"Maintenance Dept.","House Keeping","Cleaning","Thin Duster"
"Store Dept.","Printing & Stationary","Office Stationeries","THREAD (DIFE.)"
"","Accessories",,"THREAD CUTTER"
"Store Dept.","Gift","General","TIE"
"Store Dept.","Gift","General","TIE (K.K SIR)"
"Store Dept.","Gift","General","TIFFIN BOX"
"Store Dept.","Gift","General","TIFFIN BOX  2PCS (STEEL)"
"Maintenance Dept.","House Keeping","Cleaning","Tissue Napkin Box"
"Maintenance Dept.","House Keeping","Cleaning","TISSUE ROLL"
"Store Dept.","Food & Beverage","Staff welfare","TOFFEE (ECLAIRS)"
"Store Dept.","Food & Beverage","Staff welfare","TOFFEE (MIX)"
"","Accessories",,"TOOTH BRUSH"
"","Gift",,"TOOTH BRUSH"
"","Uniform",,"TOOTH GARD"
"Store Dept.","Printing & Stationary","Colours","TOUCH WOOD (POLISH)"
"","Decoration",,"TOUCHWOOD (WOOD FINISH)"
"Store Dept.","Accessories","General","TOURCH (BIG)"
"Store Dept.","Accessories","General","TOURCH (SMALL)"
"Store Dept.","Accessories","General","TOWEL (BIG)"
"Store Dept.","Accessories","General","TOWEL (SMALL)"
"","Gift",,"TOYS (BABY JUNIOR ROCKER FANCY)"
"","Gift",,"TOYS (BABY SUPER PARK SLIDE)"
"","Gift",,"TOYS (ELEPHANT RIDE ON)"
"","Gift",,"TOYS (PRESS BUTTON FRAME)"
"","Gift",,"TOYS (SENSORIAL BROWN STAIRS)"
"Store Dept.","Printing & Stationary","Colours","TOYS (SENSORIAL CYLINDER BLOCK - 1)"
"Maintenance Dept.","Electrical","Transformer","TRANSFORMER 12 VOLT"
"Store Dept.","Printing & Stationary","Office Stationeries","TRANSPARENCY SHEET"
"Store Dept.","Gift","General","TRAVEL BAG"
"","Gift",,"TRAY  (FOR GIFT PURPOSE)REC. FROM K.K. SIR"
"Store Dept.","Gift","General","TROLLEY BAG (TEACHER DAY GIFT -2015)"
"Store Dept.","Gift","General","TROPHY  FOR TOPER (ICSE & ISC)"
"","Gift",,"TROPHY ( BIG)"
"","Gift",,"TROPHY (BEST MARCH PAST)"
"","Gift",,"Trophy (Big)"
"","Gift",,"TROPHY (OVER ALL CHAMPION)"
"","Gift",,"TROPHY (SMALL )"
"","Gift",,"TROPHY (TUG OF WAR)"
"Store Dept.","Gift","General","TROPHY FOR TOPER (ICSE & ISC) 2ND."
"Store Dept.","Gift","General","TROPHY FOR TOPER (ICSE & ISC) 3RD."
"Store Dept.","Flag and Banner","General","TRY COLOUR (FLAG)"
"Store Dept.","Printing & Stationary","Office Stationeries","TRY COLOUR BAND"
"Store Dept.","Dress & Cloth","Caps","TRY COLOUR CAP"
"Store Dept.","Printing & Stationary","Office Stationeries","TRY COLOUR RIBBON  1"""
"Store Dept.","Printing & Stationary","Office Stationeries","TRY COLOUR RIBBON 1/2"""
"Store Dept.","Printing & Stationary","Office Stationeries","TRY COLOUR STICKER"
"Store Dept.","Printing & Stationary","Office Stationeries","TRY COLOUR STICKER (MATEL)"
"","Decoration",,"TRYCOLOUR PAPER FLAG"
"Store Dept.","Printing & Stationary","Colours","TUBE (20ML)"
"Maintenance Dept.","Electrical","Emergency Light","Tube 13wt for Emergency light"
"Store Dept.","Printing & Stationary","Colours","TUBE COLOUR BIG"
"Maintenance Dept.","Electrical","Tubelight","TUBE LIGHT 18 WT"
"Maintenance Dept.","Electrical","Tubelight","TUBE LIGHT 36 WT"
"Maintenance Dept.","Electrical","Tubelight","TUBE LIGHT 40 WT"
"Maintenance Dept.","Electrical","Tubelight","TUBE LIGHT 6 VOLT"
"Maintenance Dept.","Electrical","Tubelight","Tube light fittings 40 wt"
"Maintenance Dept.","Electrical","Tubelight","TUBE LIGHT HOLDER"
"Store Dept.","Madhusthali","Madhusthali items","UNDERTAKING 1 & 2 (AS)"
"Store Dept.","Gift","General","UNIFROM SHAREE (NEW)"
"Store Dept.","Gift","General","UNIFROM SHAREE (OLD)(Dife.)"
"Maintenance Dept.","Plumbing","Urinal","URINAL CAP"
"Maintenance Dept.","Plumbing","Urinal","URINAL CISTERN"
"Maintenance Dept.","Plumbing","Urinal","URINAL CYPHONE"
"Maintenance Dept.","Plumbing","Urinal","Urinal fittings"
"Maintenance Dept.","Plumbing","Urinal","Urinal Regulating Cock"
"Store Dept.","Printing & Stationary","Pens","USE & THR. BALL PEN (BLACK)"
"Store Dept.","Printing & Stationary","Pens","USE & THR. BALL PEN (BLUE)"
"Store Dept.","Printing & Stationary","Pens","USE & THR. BALL PEN (GREEN)"
"Store Dept.","Printing & Stationary","Pens","USE & THR. BALL PEN (RED)"
"Store Dept.","Printing & Stationary","Pens","USE & THR. BALL PEN (VIOLET)"
"Store Dept.","Printing & Stationary","Pens","USE & THR. BALL PEN WITH MCKV (BLUE)"
"Store Dept.","Printing & Stationary","Pens","USE & THROW PEN (PINK)"
"Store Dept.","Gift","General","UTTARIA (COTTON)"
"Store Dept.","Gift","General","UTTARIA (SILK)"
"Store Dept.","Accessories","Saleable","VALUE EDUCATION 6"
"Store Dept.","Accessories","Saleable","VALUE EDUCATION 7"
"Store Dept.","Gift","General","VEGITABLE CHOPER"
"","Accessories",,"VEGITABLE CUTTER"
"Store Dept.","Printing & Stationary","Paper","VELVET PAPER (DIFFERENT)"
"Store Dept.","Badges","Vice Captains","VICE CAPTAIN (BLUE)"
"Store Dept.","Badges","Vice Captains","VICE CAPTAIN (GREEN)"
"Store Dept.","Badges","Vice Captains","VICE CAPTAIN (RED)"
"Store Dept.","Badges","Vice Captains","VICE CAPTAIN (YELLOW)"
"Maintenance Dept.","House Keeping","Cleaning","Vim Liquid"
"Maintenance Dept.","House Keeping","Cleaning","VIMBAR"
"","Accessories",,"VISITING CARD"
"","Card and Certificate",,"VISITING CARD ( BISWAJIT SIR)"
"Store Dept.","Card and Certificate","Visiting Cards","VISITING CARD (MALLIKA MAM)"
"Store Dept.","Card and Certificate","Visiting Cards","VISITING CARD (MANISH)"
"Store Dept.","Card and Certificate","Visiting Cards","VISITING CARD (NIKITA MAM)"
"Store Dept.","Card and Certificate","Visiting Cards","VISITING CARD (SANGHAMITRA MAM)"
"Store Dept.","Card and Certificate","Visiting Cards","VISITING CARD COMMOM"
"Store Dept.","Card and Certificate","Visiting Cards","VISITING CARD NILKANT GUPTA"
"Store Dept.","Printing & Stationary","Office Stationeries","VISITOR CARD"
"Store Dept.","Printing & Stationary","Office Stationeries","VISITOR SLIP (MCKV PASS)"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE 26"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE 28"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE 30"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE 32"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE 34"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE 36"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE38"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE40"
"Store Dept.","Uniform","Activity","VOLLY BALL DRESS SIZE42"
"","Accessories",,"WALL CLOCK"
"Store Dept.","Accessories","General","WALL CLOCK"
"","Electrical",,"WALL FAN (12"")"
"","Electrical",,"WALL FAN (16"")"
"","Electrical",,"WALL FAN (18"")"
"Maintenance Dept.","Plumbing","CP'S","WALL FLENCH"
"Store Dept.","Gift","General","WALL HANGING"
"Store Dept.","Gift","General","WATER BOTTLE"
"Store Dept.","Gift","General","WATER BOTTLE (VAPUR)"
"","Office Stationery",,"WATER COLOUR TUBE BOX."
"","Accessories",,"WEATHER TISSUES"
"Store Dept.","Flag and Banner","General","WELCOME (SMALL)"
"","Accessories",,"WET TISSUE PAPER"
"Store Dept.","Gift","General","WHIPS AND MIXES (PHILIPS)"
"Store Dept.","Dress & Cloth","Aprons","WHITE APPRON"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE (EXTRA)"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 28"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 30"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 32"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 34"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 36"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 38"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 40"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 42"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 44"
"Store Dept.","Dress & Cloth","Aprons","WHITE APRON SIZE 46"
"Store Dept.","Dress & Cloth","Bed Sheets","WHITE BED SHEET (OLD)"
"","Dress & Cloth",,"WHITE BED SHEET DOUBLE (NEW)"
"Store Dept.","Dress & Cloth","Bed Sheets","WHITE BED SHEET SINGLE (NEW)"
"Store Dept.","Printing & Stationary","Office Stationeries","WHITE BOARD DUSTER"
"Store Dept.","Madhusthali","Madhusthali items","WHITE BOARD MARKER (M.V.COLLEGE)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER INK (BLACK)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER INK (BLUE)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER INK (GREEN)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER INK (RED)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER PEN (BLACK)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER PEN (BLUE)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER PEN (GREEN)"
"Store Dept.","Printing & Stationary","Pens","WHITE BOARD MARKER PEN (RED)"
"Maintenance Dept.","Plumbing","General","WHITE CEMENT"
"Store Dept.","Decoration","General","WHITE CLOTH"
"Store Dept.","Flag and Banner","Houses","WHITE COLOUR PODIUM BANNER"
"Store Dept.","Printing & Stationary","Office Stationeries","WHITE DUSTLESS CHALK"
"Store Dept.","Printing & Stationary","Office Stationeries","WHITE ENVELOP WITH OUT NAME."
"Store Dept.","Printing & Stationary","Office Stationeries","WHITE ENVELOPE (SMALL)"
"Store Dept.","Printing & Stationary","Paper","WHITE LEDGER JET PRINT PAPER (BIG)"
"Store Dept.","Printing & Stationary","Pens","WHITE MARKER PEN"
"Maintenance Dept.","House Keeping","Cleaning","WHITE PHYNILE"
"Store Dept.","Decoration","General","WHITE ROPE"
"Store Dept.","Printing & Stationary","Office Stationeries","WHITE STRINGS (THIK)"
"Store Dept.","Dress & Cloth","T Shirts","WHITE T - SHIRT"
"Store Dept.","Printing & Stationary","Office Stationeries","WHITE WRITING PAD (BIG & SMALL)"
"Maintenance Dept.","Plumbing","General","WHITE ZINC"
"Store Dept.","Printing & Stationary","Pens","WHITE-NER"
"Store Dept.","Printing & Stationary","Pens","WHITE-NER PEN"
"Store Dept.","Gift","General","WOODEN BOAT"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN BROOM STAND (PLAY)"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN BROOM STICK (PLAY)"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN BRUSH (PLAY)"
"Maintenance Dept.","House Keeping","Cleaning","WOODEN BRUSH WITH STICK"
"Store Dept.","Gift","General","WOODEN CANDLE STAND"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN CONSTRUCTION TRAIN"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN DUST PAN (PLAY)"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN FRUITS PUZZLE (PLAY)"
"Maintenance Dept.","Electrical","General","Wooden Gulli"
"Store Dept.","Gift","General","WOODEN KEY RING"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN MOP (PLAY)"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN NUTS & BOLTS"
"Store Dept.","Gift","General","WOODEN PAPER WEIGHT"
"Store Dept.","Gift","General","WOODEN PEN"
"Store Dept.","Printing & Stationary","Pens","WOODEN PEN REFIL"
"Store Dept.","Printing & Stationary","Office Stationeries","WOODEN PEN STAND"
"Store Dept.","Printing & Stationary","Office Stationeries","WOODEN RULER"
"","Accessories",,"WOODEN SPOON"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN TOSTER (PLAY)"
"Store Dept.","Printing & Stationary","Classrooms","WOODEN WEIGHT MACHINE (PLAY)"
"","Decoration",,"WOOL"
"Store Dept.","Decoration","General","WOOL"
"Store Dept.","Stationary","Saleable","WORK BOOK (CLASS-XII, 1ST ADITION)"
"Store Dept.","Stationary","Saleable","WORK BOOK CLASS - III"
"Store Dept.","Stationary","Saleable","WORK BOOK CLASS - IV"
"Store Dept.","Stationary","Saleable","WORK BOOK CLASS - V"
"Store Dept.","Stationary","Saleable","WORK BOOK CLASS - VI"
"Store Dept.","Decoration","General","WREATH FOR 25TH DECEMBER"
"Store Dept.","Gift","General","WRIST WATCH (GENTS)"
"Store Dept.","Gift","General","WRIST WATCH (LADIES)"
"Store Dept.","Printing & Stationary","Office Stationeries","WRITING PAD (MCKV GROUP) 10PAGES"
"Store Dept.","Printing & Stationary","Office Stationeries","WRITING PAD (MCKV GROUP) 20PAGES"
"Store Dept.","Printing & Stationary","Office Stationeries","WRITING PAD BIG (NEW)"
"Store Dept.","Printing & Stationary","Office Stationeries","WRITING PAD SMALL (NEW)"
"Store Dept.","Printing & Stationary","Office Stationeries","WRITING PAD SMALL (OLD)"
"Store Dept.","Stationary","Saleable","WRITING SKILL BOOK - 5"
"Store Dept.","Stationary","Saleable","WRITING SKILL BOOK - 6"
"Store Dept.","Stationary","Saleable","WRITING SKILL BOOK - 7"
"Store Dept.","Stationary","Saleable","WRITING SKILL BOOK -4"
"Store Dept.","Stationary","Saleable","WRITING SKILLS (BOOK) - 1"
"Store Dept.","Stationary","Saleable","WRITING SKILLS (BOOK)- 2"
"Store Dept.","Stationary","Saleable","WRITING SKILLS BOOK - 3"
"Store Dept.","Madhusthali","Madhusthali items","WRITTING PAD (COLLEGE)"
"Store Dept.","Decoration","General","X-MAS DECORATIONS ITEMS"
"Store Dept.","Printing & Stationary","Office Stationeries","XEROX INK ( G.O.)"
"","Office Stationery",,"YEAR BOOK  CLASS XI - 2017"
"Store Dept.","Printing & Stationary","Files & Folders","YELLOW FILE (BIG)"
"Store Dept.","Madhusthali","Madhusthali items","YELLOW FILE (M.V. COLLEGE)"
"Store Dept.","Stationary","Saleable","YELLOW FILE SMALL"
"","File and Folder",,"YELLOW FILES"
"Store Dept.","Madhusthali","Madhusthali items","YELLOW FLAT FILE (MADHUSTHALI)"
"Store Dept.","Printing & Stationary","Files & Folders","YELLOW FLAT FILE (Staff Use)"
"Store Dept.","Flag and Banner","Houses","YELLOW HOUSE FLAG (BIG)"
"Store Dept.","Flag and Banner","Houses","YELLOW HOUSE FLAG (SMALL)"
"Store Dept.","Printing & Stationary","Office Stationeries","YELLOW PAGE (SMALL)"
"Store Dept.","Printing & Stationary","Office Stationeries","YELLOW REGISTER"
"Store Dept.","Dress & Cloth","T Shirts","YELLOW T - SHIRT (NASA)"
"Store Dept.","Uniform","Activity Dress","YELLOW T - SHIRT (NASA)"
"Store Dept.","Accessories","General","ZIPPER POUCH (BIG)"
"Store Dept.","Accessories","General","ZIPPER POUCH (MEDIUM)"
"Store Dept.","Accessories","General","ZIPPER POUTCH (Small)"
